ROS Time,Behaviour
02:54: 33,Pausing
02:54: 38,Pausing
02:54: 59,Spinning
02:55: 04,Spinning
02:55: 25,Spinning
02:55: 30,Spinning
02:55: 40,Spinning
02:55: 45,Spinning
02:56: 03,Spinning
02:56: 08,Spinning
02:56: 21,Spinning
02:56: 26,Spinning
02:56: 36,Spinning
02:56: 41,Spinning
02:56: 42,Pausing
02:56: 47,Pausing
02:56: 48,Pausing
02:56: 53,Pausing
02:56: 59,Spinning
02:57: 04,Spinning
02:57: 04,Pausing
02:57: 09,Pausing
02:57: 11,Spinning
02:57: 16,Spinning
02:57: 22,Spinning
02:57: 27,Spinning
02:57: 50,Pausing
02:57: 55,Pausing
02:58: 43,Spinning
02:58: 48,Spinning
02:59: 09,Pausing
02:59: 14,Pausing
02:59: 36,Pausing
02:59: 41,Pausing
02:59: 44,Spinning
02:59: 49,Spinning
03:00: 36,Pausing
03:00: 41,Pausing
03:00: 49,Spinning
03:00: 54,Spinning
03:01: 01,Spinning
03:01: 06,Spinning
03:01: 58,Spinning
03:02: 03,Spinning
03:02: 29,Pausing
03:02: 34,Pausing
03:02: 35,Spinning
03:02: 40,Spinning
03:02: 41,Pausing
03:02: 46,Pausing
03:02: 56,Pausing
03:03: 01,Pausing
03:03: 10,Pausing
03:03: 15,Pausing
03:03: 15,Spinning
03:03: 20,Spinning
03:03: 28,Pausing
03:03: 33,Pausing
03:03: 42,Spinning
03:03: 47,Spinning
03:03: 48,Pausing
03:03: 53,Pausing
03:03: 56,Spinning
03:04: 01,Spinning
