ROS Time,Behaviour
02:54: 27,Pausing
02:54: 32,Pausing
02:55: 04,Spinning
02:55: 09,Spinning
02:56: 01,Spinning
02:56: 06,Spinning
02:56: 58,Spinning
02:57: 03,Spinning
02:57: 15,Spinning
02:57: 20,Spinning
02:57: 37,Spinning
02:57: 42,Spinning
02:58: 43,Pausing
02:58: 48,Pausing
02:59: 07,Spinning
02:59: 12,Spinning
03:00: 16,Spinning
03:00: 21,Spinning
03:00: 25,Spinning
03:00: 30,Spinning
03:02: 24,Spinning
03:02: 29,Spinning
03:03: 39,Pausing
03:03: 44,Pausing
03:03: 47,Spinning
03:03: 52,Spinning
03:04: 03,Spinning
03:04: 08,Spinning
