ROS Time,Behaviour
02:53: 46,Pausing
02:53: 51,Pausing
02:53: 58,Pausing
02:54: 03,Pausing
02:54: 19,Spinning
02:54: 24,Spinning
02:54: 44,Pausing
02:54: 49,Pausing
02:54: 55,Spinning
02:55: 00,Spinning
02:55: 07,Spinning
02:55: 12,Spinning
02:56: 02,Spinning
02:56: 07,Spinning
02:57: 10,Pausing
02:57: 15,Pausing
02:59: 08,Pausing
02:59: 13,Pausing
02:59: 32,Spinning
02:59: 37,Spinning
03:00: 08,Pausing
03:00: 13,Pausing
03:00: 43,Pausing
03:00: 48,Pausing
03:02: 04,Spinning
03:02: 09,Spinning
03:02: 40,Spinning
03:02: 45,Spinning
03:03: 11,Spinning
03:03: 16,Spinning
