ROS Time,Behaviour
02:53: 45,Pausing
02:53: 50,Pausing
02:53: 56,Spinning
02:54: 01,Spinning
02:54: 08,Pausing
02:54: 13,Pausing
02:54: 35,Spinning
02:54: 40,Spinning
02:54: 40,Pausing
02:54: 45,Pausing
02:54: 52,Pausing
02:54: 57,Pausing
02:54: 58,Spinning
02:55: 03,Spinning
02:55: 03,Pausing
02:55: 08,Pausing
02:55: 11,Pausing
02:55: 16,Pausing
02:55: 16,Pausing
02:55: 21,Pausing
02:55: 22,Pausing
02:55: 27,Pausing
02:55: 28,Pausing
02:55: 33,Pausing
02:56: 08,Pausing
02:56: 13,Pausing
02:56: 40,Spinning
02:56: 45,Spinning
02:56: 45,Spinning
02:56: 50,Spinning
02:56: 54,Spinning
02:56: 59,Spinning
02:56: 59,Spinning
02:57: 04,Spinning
02:57: 08,Pausing
02:57: 13,Pausing
02:57: 13,Spinning
02:57: 18,Spinning
02:57: 19,Pausing
02:57: 24,Pausing
02:57: 36,Spinning
02:57: 41,Spinning
02:57: 52,Spinning
02:57: 57,Spinning
02:58: 07,Spinning
02:58: 12,Spinning
02:58: 19,Pausing
02:58: 24,Pausing
02:58: 32,Spinning
02:58: 37,Spinning
