ROS Time,Behaviour
02:53: 44,Spinning
02:53: 49,Spinning
02:54: 54,Spinning
02:54: 59,Spinning
02:55: 31,Spinning
02:55: 36,Spinning
02:56: 24,Pausing
02:56: 29,Pausing
02:56: 46,Pausing
02:56: 51,Pausing
02:57: 32,Pausing
02:57: 37,Pausing
02:57: 59,Pausing
02:58: 04,Pausing
