ROS Time,Behaviour
02:53: 46,Pausing
02:53: 51,Pausing
02:54: 56,Pausing
02:55: 01,Pausing
02:55: 36,Spinning
02:55: 41,Spinning
02:55: 53,Pausing
02:55: 58,Pausing
02:56: 06,Spinning
02:56: 11,Spinning
02:56: 16,Pausing
02:56: 21,Pausing
02:56: 52,Spinning
02:56: 57,Spinning
02:57: 12,Pausing
02:57: 17,Pausing
02:57: 18,Spinning
02:57: 23,Spinning
02:57: 24,Spinning
02:57: 29,Spinning
02:57: 43,Pausing
02:57: 48,Pausing
02:57: 55,Spinning
02:58: 00,Spinning
02:58: 31,Spinning
02:58: 36,Spinning
02:59: 51,Pausing
02:59: 56,Pausing
03:00: 07,Spinning
03:00: 12,Spinning
03:00: 16,Pausing
03:00: 21,Pausing
03:00: 34,Spinning
03:00: 39,Spinning
03:01: 12,Pausing
03:01: 17,Pausing
03:01: 37,Pausing
03:01: 42,Pausing
03:02: 05,Spinning
03:02: 10,Spinning
03:02: 40,Pausing
03:02: 45,Pausing
03:03: 09,Spinning
03:03: 14,Spinning
03:03: 35,Spinning
03:03: 40,Spinning
03:03: 48,Spinning
03:03: 53,Spinning
03:04: 01,Spinning
03:04: 06,Spinning
03:04: 37,Pausing
03:04: 42,Pausing
