ROS Time,Behaviour
02:53: 29,Spinning
02:53: 34,Spinning
02:53: 34,Pausing
02:53: 39,Pausing
02:53: 39,Pausing
02:53: 44,Pausing
02:53: 48,Pausing
02:53: 53,Pausing
02:53: 54,Pausing
02:53: 59,Pausing
02:54: 00,Spinning
02:54: 05,Spinning
02:54: 05,Spinning
02:54: 10,Spinning
02:54: 12,Spinning
02:54: 17,Spinning
02:54: 20,Spinning
02:54: 25,Spinning
02:54: 27,Pausing
02:54: 32,Pausing
02:54: 44,Spinning
02:54: 49,Spinning
02:54: 50,Pausing
02:54: 55,Pausing
02:55: 07,Spinning
02:55: 12,Spinning
02:55: 12,Spinning
02:55: 17,Spinning
02:55: 21,Pausing
02:55: 26,Pausing
02:55: 32,Pausing
02:55: 37,Pausing
02:55: 59,Spinning
02:56: 04,Spinning
02:56: 07,Spinning
02:56: 12,Spinning
02:56: 16,Spinning
02:56: 21,Spinning
02:56: 37,Spinning
02:56: 42,Spinning
02:56: 45,Pausing
02:56: 50,Pausing
02:56: 53,Spinning
02:56: 58,Spinning
02:57: 10,Spinning
02:57: 15,Spinning
02:57: 20,Spinning
02:57: 25,Spinning
02:58: 16,Spinning
02:58: 21,Spinning
