ROS Time,Behaviour
02:53: 45,Pausing
02:53: 50,Pausing
02:54: 16,Spinning
02:54: 21,Spinning
02:54: 21,Spinning
02:54: 26,Spinning
02:54: 32,Spinning
02:54: 37,Spinning
02:54: 37,Spinning
02:54: 42,Spinning
02:54: 56,Pausing
02:55: 01,Pausing
02:55: 02,Pausing
02:55: 07,Pausing
02:55: 07,Spinning
02:55: 12,Spinning
02:55: 12,Spinning
02:55: 17,Spinning
02:55: 22,Pausing
02:55: 27,Pausing
02:55: 27,Spinning
02:55: 32,Spinning
02:55: 34,Spinning
02:55: 39,Spinning
02:55: 50,Spinning
02:55: 55,Spinning
02:55: 55,Spinning
02:56: 00,Spinning
02:56: 01,Spinning
02:56: 06,Spinning
