ROS Time,Behaviour
02:53: 44,Pausing
02:53: 49,Pausing
02:53: 57,Pausing
02:54: 02,Pausing
02:54: 41,Spinning
02:54: 46,Spinning
02:54: 46,Pausing
02:54: 51,Pausing
02:54: 51,Pausing
02:54: 56,Pausing
02:54: 57,Pausing
02:55: 02,Pausing
02:55: 20,Pausing
02:55: 25,Pausing
02:55: 58,Spinning
02:56: 03,Spinning
02:56: 21,Pausing
02:56: 26,Pausing
02:56: 32,Pausing
02:56: 37,Pausing
02:57: 08,Pausing
02:57: 13,Pausing
02:57: 14,Spinning
02:57: 19,Spinning
02:57: 27,Spinning
02:57: 32,Spinning
02:57: 32,Spinning
02:57: 37,Spinning
02:57: 42,Spinning
02:57: 47,Spinning
02:57: 48,Spinning
02:57: 53,Spinning
02:58: 00,Pausing
02:58: 05,Pausing
02:58: 06,Pausing
02:58: 11,Pausing
02:58: 12,Spinning
02:58: 17,Spinning
02:58: 21,Pausing
02:58: 26,Pausing
02:58: 26,Spinning
02:58: 31,Spinning
02:59: 05,Pausing
02:59: 10,Pausing
02:59: 29,Pausing
02:59: 34,Pausing
02:59: 44,Spinning
02:59: 49,Spinning
