ROS Time,Behaviour
02:53: 30,Pausing
02:53: 35,Pausing
02:53: 46,Pausing
02:53: 51,Pausing
02:54: 18,Pausing
02:54: 23,Pausing
02:55: 08,Pausing
02:55: 13,Pausing
02:55: 24,Spinning
02:55: 29,Spinning
02:55: 34,Spinning
02:55: 39,Spinning
02:55: 41,Pausing
02:55: 46,Pausing
02:57: 26,Spinning
02:57: 31,Spinning
02:59: 15,Spinning
02:59: 20,Spinning
02:59: 37,Spinning
02:59: 42,Spinning
02:59: 43,Pausing
02:59: 48,Pausing
03:00: 04,Pausing
03:00: 09,Pausing
03:01: 30,Pausing
03:01: 35,Pausing
03:02: 29,Spinning
03:02: 34,Spinning
03:02: 35,Spinning
03:02: 40,Spinning
03:02: 43,Spinning
03:02: 48,Spinning
03:03: 00,Spinning
03:03: 05,Spinning
03:03: 32,Pausing
03:03: 37,Pausing
