ROS Time,Behaviour
02:53: 45,Spinning
02:53: 50,Spinning
02:53: 59,Spinning
02:54: 04,Spinning
02:55: 02,Pausing
02:55: 07,Pausing
02:56: 10,Spinning
02:56: 15,Spinning
02:56: 51,Spinning
02:56: 56,Spinning
02:56: 59,Pausing
02:57: 04,Pausing
02:57: 25,Pausing
02:57: 30,Pausing
02:57: 45,Spinning
02:57: 50,Spinning
02:58: 09,Spinning
02:58: 14,Spinning
02:58: 33,Pausing
02:58: 38,Pausing
03:00: 41,Spinning
03:00: 46,Spinning
03:00: 47,Pausing
03:00: 52,Pausing
03:02: 12,Spinning
03:02: 17,Spinning
03:02: 27,Pausing
03:02: 32,Pausing
03:02: 44,Pausing
03:02: 49,Pausing
03:03: 24,Pausing
03:03: 29,Pausing
03:03: 47,Pausing
03:03: 52,Pausing
